CBG10375.1	708,987	795,1032
CBG00724b.1	3465201,3466216,3466523,3467656,3467884,3468162,3468379	3465831,3466261,3467004,3467775,3467999,3468213,3469146
CBG00725.1	3462842,3463112,3464665	3462923,3464389,3464717
CBG00726.1	3458160,3458318,3458953,3459119,3459971,3460200,3460817,3460976,3461133,3461231,3461495,3461672	3458204,3458759,3459008,3459883,3460019,3460684,3460863,3461029,3461175,3461424,3461536,3461717
CBG00729a.1	3437894,3438187,3438232,3439051	3437895,3438188,3438872,3451758
CBG00729b.1	3437894,3438187,3438232,3439051,3451857	3437895,3438188,3438872,3451758,3452122
CBG00729c.1	3437894,3438187,3438232,3439051,3451857,3452062	3437895,3438188,3438872,3451758,3452043,3452122
CBG00730.1	3431835,3432060,3432413,3432580,3432865,3433080,3435041,3435773,3437300	3431885,3432120,3432414,3432628,3432965,3433139,3435084,3435819,3437343
CBG00731.1	3429875,3430286,3431235,3431387	3429918,3430329,3431281,3431434
CBG00732a.1	3427841,3428898	3427894,3428980
CBG00732b.1	3427841,3428898	3427894,3428971
CBG00733.1	3422216,3423298,3423700,3424219,3425488,3425701,3426338,3426551,3426724,3427035	3423098,3423341,3424041,3425236,3425535,3426093,3426394,3426594,3426773,3427229
CBG00735.1	3400976,3401452,3402630,3402793	3401025,3402399,3402674,3403017
CBG00736.1	3392253,3392833,3392981,3393348,3394706,3394815	3392725,3392881,3393028,3394221,3394748,3395444
CBG00737.1	3390255,3390752,3391227	3390305,3390794,3391279
CBG00738.1	3383409,3384445,3385084,3386390,3386573,3387366,3387623	3383892,3384491,3385133,3386444,3386614,3387412,3388597
CBG00739.1	3382302,3382525	3382415,3382566
CBG00740.1	3380888,3381187	3381014,3381235
CBG00741.1	3374372,3374841,3375241,3375602,3376436	3374638,3374885,3375403,3376276,3377884
CBG00742.1	3361132,3362431,3363010,3363301,3364263	3362300,3362677,3363061,3364005,3365006
CBG00743.1	3359103,3360331,3361132,3362431,3363010,3363301,3364263	3360099,3360379,3362300,3362677,3363061,3364005,3365006
CBG00744a.1	3357782,3358011	3357827,3358056
CBG00744b.1	3357782,3358011	3357827,3358056
CBG00745.1	3355089,3355223,3356699	3355138,3355467,3356743
CBG00746.1	3352355,3353380,3354154	3352403,3353434,3354201
CBG00747a.1	3348859,3349305,3350090,3350333	3349073,3349557,3350140,3350380
CBG00747b.1	3349015,3349305,3350090,3350333	3349073,3349557,3350140,3350380
CBG00747b.2	3348859,3349015,3349305,3350090,3350333	3348959,3349073,3349557,3350140,3350380
CBG00748a.1	3344553,3344793,3344994,3346906	3344601,3344891,3346356,3346954
CBG00748b.1	3344553,3344793,3344994,3346906	3344607,3344891,3346356,3346954
CBG00750.1	3324049,3329768,3330281,3331201,3331567,3331934,3332309,3332884,3333072	3329577,3330031,3330466,3331243,3331612,3332115,3332704,3332981,3333316
CBG00842.1	1234113,1236641	1236266,1236685
CBG00843a.1	1229275,1229414,1229976,1230995,1231152,1231301,1232275,1232590	1229334,1229799,1230919,1231035,1231200,1232169,1232320,1233820
CBG00843b.1	1229734,1229976,1230995,1231152,1231301,1232275,1232590	1229799,1230919,1231035,1231200,1232169,1232320,1233820
CBG00845.1	1221891,1222907,1223509	1222552,1223196,1223601
CBG00846.1	1219412	1220066
CBG00847.1	1128850,1129386,1130366,1130577,1131626,1131800,1131987,1132949,1133649,1134866,1135412,1136021,1136175	1129142,1130132,1130423,1131527,1131673,1131847,1132823,1133000,1134564,1135089,1135756,1136070,1136224
CBG00848.1	1123840,1124620,1125137,1125522,1126102,1127266	1124398,1124914,1125435,1125973,1127095,1127348
CBG00850.1	1173039,1173193,1173507,1174263,1174481,1174825,1176688,1177011,1177955,1178525,1179746,1180808,1181888	1173088,1173242,1174118,1174305,1174523,1175848,1176745,1177859,1178371,1179515,1180564,1181756,1181998
CBG00851a.1	1162500,1162668,1163098,1163336,1164495,1165040,1166836,1168167,1168347,1168518,1168661,1170773,1171066	1162563,1163026,1163142,1164175,1164735,1166178,1168041,1168207,1168391,1168565,1170539,1170822,1171817
CBG00851b.1	1162500,1162668,1163098,1163336,1164495,1165040,1166836,1168167,1168347,1168518,1168661,1168880,1170773,1171066	1162563,1163026,1163142,1164175,1164711,1166178,1168041,1168207,1168391,1168565,1168726,1170539,1170822,1171817
CBG00852.1	1159215,1160471,1160936	1160395,1160794,1161050
CBG00853.1	1156185,1156358,1158050,1158543	1156258,1157861,1158445,1158593
CBG00854.1	1156610,1156734,1156870,1157030	1156658,1156773,1156934,1157406
CBG00855.1	1154819,1154959,1155064	1154864,1155000,1155113
CBG00857.1	1136925	1137579
CBG00860.1	1114243	1116045
CBG00861a.1	1099303,1099813,1100246,1101564,1103021,1109742	1099714,1100148,1101379,1102912,1109445,1110124
CBG00861b.1	1097739,1099585,1099813,1100246,1101564,1103021,1109742	1099496,1099714,1100148,1101379,1102912,1109445,1110124
CBG00862.1	1087396,1088217,1088723,1088893,1089165,1089681,1089824,1089852,1090576	1087990,1088218,1088831,1089124,1089556,1089734,1089825,1090441,1091436
CBG00863.1	1082770,1082918,1083216,1084577,1084870,1085796,1086097	1082815,1083110,1084176,1084711,1085612,1086003,1086917
CBG00864.1	1076994,1079057,1079279	1078805,1079132,1080028
CBG00870a.1	1019291,1035809,1037677,1038402,1039018,1041035,1042095,1043312,1044818,1045720,1047154,1048739,1050023,1052502,1053620,1053940	1035607,1037318,1038204,1038793,1040698,1041910,1043174,1044553,1045416,1046936,1048555,1049791,1052309,1053505,1053762,1054602
CBG00870b.1	1019291,1035809,1037677,1038402,1039018,1041035,1042095,1043312,1044818,1047154,1048739,1050023,1052502,1053620,1053940	1035607,1037318,1038204,1038793,1040698,1041910,1043174,1044553,1046936,1048555,1049791,1052309,1053505,1053762,1054602
CBG00871.1	1007295,1007475,1007656,1008449,1009081	1007345,1007528,1008126,1008928,1010091
CBG00872.1	1004000,1004457,1004813,1005878,1006523	1004231,1004683,1005643,1006421,1006848
CBG00873.1	995223,996210,997700,999272,1000974,1002055	996018,997607,999146,1000876,1001916,1003076
CBG00875.1	984268,984372,985406,985549,986879	984313,985336,985459,986634,987466
CBG00875.2	984268,984372,985406,985549,986954	984313,985336,985459,986634,987467
CBG00882.1	941228,941723,942484,943187,945059,945539,946158,947404,948025,948259	941495,942387,942876,944877,945290,945914,947137,947906,948107,948870
CBG00883.1	935718,936536,938162,939304,939602	936198,937638,938987,939489,939710
CBG00884.1	930442,931717,932338,932582,933497,934395,935718,936536,938162,939304,939602	931476,932215,932486,933323,934089,935354,936198,937638,938987,939489,939710
CBG00885a.1	902914,904107,907522,915265,919408,919765,922331,922790,923864,923966,925818,926518	903881,907339,915188,919337,919626,922250,922411,923644,923935,925647,925819,927375
CBG00885b.1	912154,915265,919408,919765,922331,922790,923864,923966,925818,926518	915188,919337,919626,922250,922411,923644,923935,925647,925819,927375
CBG00885c.1	912154,915265,919408,919765,922331,922790,923864,925818,926518	915188,919337,919626,922250,922411,923644,925647,925819,927375
CBG00888.1	899620,900284,900681,901243	900238,900522,901124,901355
CBG00889.1	893496,894469,895956	894408,894937,897171
CBG00890.1	889196,889335,889903,890083,891101,892161	889197,889784,889951,890935,892102,892423
CBG00891.1	887195,887459	887246,888198
CBG00892.1	882337,884047,884319,885013,885156,885615	883845,884099,884910,885060,885421,886202
CBG00894a.1	877419,877625,878085,878493	877507,877984,878329,878565
CBG00894b.1	877419,877625,878085,878493	877495,877984,878329,878565
CBG00895.1	865292,866510,866825,867210	866167,866560,866981,869095
CBG00896.1	861212,862991	862537,863692
CBG00897.1	842699,843286,843998,844165,844555,846103	842970,843865,844050,844320,845659,846750
CBG00899.1	832746,833856,834194	833715,833960,834279
CBG00900.1	832965,833568	833044,833620
CBG00901.1	825045,825611,826085,826665,827609,827978,830055,830077,831018	825352,825956,826398,827441,827673,829455,830056,830964,831019
CBG00904.1	811519,812180,813073,814206,814532,815519	811535,812887,813280,814250,814584,816055
CBG00905.1	804629,806395	805596,806651
CBG00906.1	779753,780012,780247,780386,780619,782511,782842,783702,784070,785205,786227,787145,787901,788538,788918,790326,791414,791681,791736,792495,793520,794084,794827,795736,796447	779811,780131,780298,780525,782229,782653,783380,783747,784071,785340,786847,787668,788206,788611,789876,791097,791523,791682,792129,793173,793596,794572,795243,796316,796611
CBG00907a.1	774193,774666,775218,776506,777662,778247	774428,775114,776137,777510,777865,778476
CBG00907b.1	775218,776506,777662,778247	776137,777510,777865,778476
CBG00908.1	750511,752915,755643,762823,763928,765539	752491,755577,762656,763688,765067,766237
CBG00910.1	737897,741669,743324,743693,744690,745012,745142	741574,743050,743544,744478,744911,745053,750336
CBG00911a.1	716780,717515,717651,718001,719342,720578,721925,722603,723086,723423,724552,725584,726659,727463,728063,728940,729150,729364	717400,717571,717698,718548,720421,721636,722421,722860,723292,724201,725489,726541,727195,727843,728785,728990,729295,731593
CBG00911b.1	716780,717515,717651,718001,719342,720578,721925,722603,723086,723423,724552,725584,726659,727463,728063,728940,729150,729364,730868	717400,717571,717698,718548,720421,721636,722421,722860,723292,724201,725489,726541,727195,727843,728785,728990,729295,730846,731593
CBG00912.1	705166,706014,710175,711343,711997,713067,713350,713935,714065,714196	705771,710071,711107,711758,712813,713234,713873,713982,714111,714536
CBG00915a.1	694159,697314,697487,698147,698419,699069	697257,697360,697891,698265,698759,703557
CBG00915b.1	696180,697314,697487,698147,698419,699069	697257,697360,697891,698265,698759,703557
CBG00915c.1	690548,697314,697487,698147,698419,699069	697257,697360,697891,698265,698759,703557
CBG00918.1	686022,686915	686600,687359
CBG00919.1	684062,684470	684346,685272
CBG00920a.1	674328,674485,675733,677108,679431	674385,675605,676638,679271,679639
CBG00920a.2	674485,675733,677108,679431	675605,676638,679271,679639
CBG00920b.1	674328,674485,675733,677108,679431	674385,675605,676638,679271,679496
CBG00924.1	654549	656439
CBG00925.1	647050,647578,648765,650200,651363,652695	647499,648053,649517,650965,652347,652746
CBG00927.1	642672,643060,643213,643370,644553	642816,643114,643258,644119,645667
CBG00928.1	599735,600598,601601,603920,607173,607631,636993,638707,639865,640928,641994,642229	600302,601476,603580,607074,607335,636570,638471,639668,640778,641773,642122,642283
CBG00929.1	630325,631368,631655,631777,632355,633758	631032,631538,631701,632178,633681,633822
CBG00931.1	615855,617216,617530,620661	616966,617268,620108,621172
CBG00934.1	590005,591353,591755,592636,592926,593072,598343,598466	591165,591634,592350,592731,592978,598240,598399,599033
CBG00935.1	593582,593943,594016,594263,594994,595135,595297,595527,596098,596606,597021	593633,593997,594017,594924,595036,595182,595352,595900,596425,596770,597809
CBG00936.1	586726,587523,588376	587239,588069,589287
CBG00937.1	577580,578019,578859	577923,578655,579882
CBG00938.1	574443,575745,576456	574871,576249,576938
CBG00939.1	559158,559276,560230,560663,561703,562848,563009	559211,559790,560531,560922,562717,562889,563055
CBG00943a.1	536994,538713,539018,540294,544403,546476,547872	538586,538826,539757,544241,546217,547668,549451
CBG00943b.1	536994,538713,539018,540294,544403,546476,547872	538586,538826,539757,544241,546217,547668,553604
CBG00943c.1	536994,538713,539018,540294,544403,546476,547872,548232	538586,538826,539757,544241,546217,547668,548034,548428
CBG00943d.1	536994,538713,539018,540294,544403,546476,547872,556656	538586,538826,539757,544241,546217,547668,556520,557830
CBG00944.1	542400,542701	542609,542818
CBG00945.1	534141,535579	535405,536352
CBG00946.1	526495,528065,529152,529315,531002,531648,532476	527759,528797,529199,530738,531352,532331,532534
CBG00948a.1	506051,509411,511310,511835,513283,517630	509232,511205,511680,512990,517214,523170
CBG00948b.1	506051,509411,511310,511835,513283,514017	509232,511205,511680,512990,513601,523170
CBG00951.1	477574,477709,477910,478285,479073,480345	477620,477775,478003,478823,480063,480528
CBG00952.1	472923,473097,473871,474677,474891,475201,475309,476386	472964,473773,474574,474743,475120,475249,476162,476991
CBG00953.1	466854,467144,468713,468990	466901,468127,468816,469426
CBG00954.1	460732,460894,461724,461838,462840,464011	460782,461601,461772,462624,463399,466110
CBG00955.1	453618,453956,454235,455509,455718,455977,456352,456496	453668,454003,455412,455556,455828,456261,456402,456547
CBG00956.1	452442,452970	452800,453033
CBG00957.1	450337,451131,451685	450963,451534,451965
CBG00958.1	447353,447832,448134,448398,448933	447606,448034,448227,448809,449900
CBG00959.1	442844,444002,444439,445376,445681	443543,444360,444737,445555,446760
CBG00960.1	440063,440233,440407,440689,440885,441682	440104,440281,440450,440733,441469,441830
CBG00961.1	438234,438642,439146,439408,439736	438512,438928,439263,439512,439782
CBG00962.1	436060,436457,437256,437457	436108,436937,437315,437830
CBG00964.1	424079,425413	424123,425776
CBG00965.1	415803,416881,421817,422694,422810,423090,423355	416756,421694,422522,422743,422924,423258,423403
CBG00967.1	411036	413285
CBG00968.1	408656,409130,409303	408961,409173,409647
CBG00969.1	406706,406887,407154	406754,406933,407200
CBG00970.1	403541,403788,404841,405091	403608,404464,404892,405213
CBG00971.1	401261,401639	401308,401680
CBG00972.1	397825,398452,399053,399854,400014,400383	397872,398500,399097,399906,400060,400428
CBG00973a.1	391249,391559,391913,393011,395801,397066	391293,391816,392387,395642,396941,397137
CBG00973b.1	391249,391559,391913,393011,395801,397066	391293,391816,392387,395642,396941,397137
CBG00975.1	386414,386942,387136,387278,387512	386841,386989,387188,387328,388094
CBG00976.1	383552,384316	384118,384362
CBG00977.1	381516,382811	382421,382899
CBG00978.1	374975,375351,376257,376920,377755,378747	375028,375947,376527,377231,378540,378797
CBG00979.1	364463,365115,365432,365638,365941,366151,367530,367714,368717,368916,370987,371189,371611,372114,372839	364986,365161,365433,365681,365985,367394,367578,368061,368760,369072,371031,371439,371652,372658,372883
CBG00980a.1	344251,346364,347767	345492,347362,347959
CBG00980a.2	344251,346364	345492,347362
CBG00980b.1	344251,346364,346869,347767	345492,346733,347362,347959
CBG00980b.2	344251,346364,346869	345492,346733,347362
CBG00981a.1	337719,338196,339007,339443,340594,340792,341103,341253	337764,338502,339055,340023,340649,340848,341150,341304
CBG00981b.1	337719,338196,339007,339443,340603,340792,341103,341253	337764,338502,339055,340023,340649,340848,341150,341304
CBG00982.1	320365,320723,320967,321215,321459,321680	320565,320767,321012,321261,321507,322304
CBG00983.1	309497,309651,309923,310428,312211,313208,314083,314384,315250,315498	309545,309697,310214,311292,313130,313481,314130,315091,315335,315586
CBG00984.1	301741,302099,302804	301785,302143,302846
CBG00985.1	299149,300180,300349	299191,300221,300401
CBG00986.1	297751	298342
CBG00988.1	291233	291629
CBG00989.1	281573,282656,283318,283686	282442,282700,283370,284080
CBG00990.1	279949	280487
CBG00991.1	278423,278563	278469,278607
CBG00992.1	270608,271112	270953,271232
CBG00994.1	259942,260443,260775	260351,260664,261161
CBG00995.1	256036,256179,256444,257477,257885,258193,258379,259168,259309	256081,256227,257343,257521,258064,258235,258434,259215,259356
CBG00996.1	251283,251604,253038,254248,254916	251333,251649,253080,254297,254963
CBG00997.1	242295,242626,243152,243282,243614	242340,242680,243201,243324,243656
CBG00998.1	238348,238714,238939,240654,240806	238521,238828,240548,240709,240849
CBG00999.1	225550,230951,231254,231471,232143,232236,232440,232712,232874,233046,233209,233400,233559,233702,233740,233905,234042,234202,234389,234548,234859	230701,230995,231299,231518,232191,232325,232621,232756,232916,233091,233252,233441,233602,233703,233787,233945,234084,234256,234430,234593,234907
CBG01002.1	220437,220773,221371,221699	220483,220816,221416,221748
CBG01003a.1	210805,211057,213989,214246,215436,216131,216732,217154,217356	210855,211105,214033,214354,215818,216176,217039,217226,217405
CBG01003b.1	214252,215436,216131,216732,217154,217356	214354,215818,216176,217039,217226,217405
CBG01004.1	209964,210083,210223,210477	210006,210132,210266,210527
CBG01005a.1	208541,208836	208591,208929
CBG01005b.1	208541,208836	208592,208929
CBG01006.1	204019,207741,207884	207542,207790,207938
CBG01007a.1	195011,196890,197066,198450,200177,200848,201581,202213,202336	196787,196934,198287,200061,200658,201473,201716,202263,202474
CBG01007b.1	195029,196890,197066,198450,200177,200848,201581,202213,202336	196787,196934,198287,200061,200658,201473,201716,202263,202474
CBG01010.1	184840,185008,185224,185880	184883,185057,185268,185922
CBG01011.1	182155,182366,182511	182199,182412,182558
CBG01012.1	179893,180044,180250,180418,181122	179937,180086,180307,180464,181174
CBG01013.1	175597,175967,176117,176287,176499,177151	175648,176012,176161,176337,176547,177197
CBG01014.1	173522,174099,174295,174496,174649,175016	173564,174145,174370,174544,174697,175066
CBG01015.1	172878,172978	172879,173069
CBG01016.1	171894	172095
CBG01018.1	166802,167361,167578,167834,168053,168196,168511	166851,167404,167656,167880,168094,168364,168555
CBG01020.1	161064,161379	161108,161424
CBG01021a.1	158047,158270	158095,158311
CBG01021b.1	158047,158270	158095,158311
CBG01022.1	155909,156227	155953,156274
CBG01023.1	150022,150220,150692,150806,151045,151627,152065,152185,152338	150062,150343,150734,150845,151458,151774,152108,152231,152381
CBG01024.1	148451,148635,149019,149177,149414,150022,150220	148492,148676,149060,149239,149463,150062,150343
CBG01025.1	147023,147475,147817	147067,147528,147861
CBG01026.1	143605,144046,144357,144522	143655,144259,144414,144573
CBG01027.1	140868,141245,141394,141990,142185	140912,141293,141438,142040,142259
CBG01028.1	139109,139259,139602,139908,140094	139158,139304,139650,139949,140146
CBG01029.1	135520,135708,136404,136544,136966	135563,135752,136450,136590,137014
CBG01031.1	132921,133240,133449,133705,133867,134154,134306,134446,134658	132967,133284,133491,133743,133908,134216,134358,134495,134697
CBG01032.1	127226,127597	127537,127663
CBG01033.1	123749,124716,124867,125231,125461	124386,124760,124913,125232,125602
CBG01034.1	119956,120421,120567,120696,121170,121816	120088,120466,120620,120696,121671,121867
CBG01035.1	116524,116682,117257,117391,117581,117719,118228,118552,118652	116569,117196,117298,117432,117626,117891,118272,118596,118782
CBG01036.1	111186,111341,111520,114465,114606	111236,111386,114174,114508,114653
CBG01037a.1	103105,104292,108003,108134,108275,108743,108966,109212,109366,109504,109728,109802,110032	104162,107882,108049,108181,108642,108792,109056,109256,109410,109546,109781,109931,110162
